definition,filters,n,wins,rate,half1,half2,notes
tradable_zt,height_new_high & NOT is_fanbao,347,87,0.2507,72/271=26.6%,15/76=19.7%,yizi_today=23.1% | yizi_next_all=13.3% | height{2:201;3:75;4:27;5:12;6:5;7:4;8:8;9:5;10:2;11:1;12:1;13:1;14:1;15:1;16:1;17:1;18:1} | themes=65 | dates=22
tradable_zt,theme_alive_own & NOT boards_ge5,2106,528,0.2507,298/1118=26.7%,230/988=23.3%,yizi_today=17.7% | yizi_next_all=9.2% | height{2:1467;3:432;4:207} | themes=103 | dates=207
tradable_zt,opened & NOT is_fanbao & NOT href_le1,1081,271,0.2507,170/630=27.0%,101/451=22.4%,yizi_today=0.0% | yizi_next_all=2.7% | height{2:798;3:192;4:67;5:19;6:4;8:1} | themes=117 | dates=177
tradable_zt,NOT is_fanbao & opened,1460,366,0.2507,207/801=25.8%,159/659=24.1%,yizi_today=0.0% | yizi_next_all=2.5% | height{2:952;3:284;4:121;5:50;6:27;7:13;8:7;9:1;10:1;11:1;12:1;13:1;18:1} | themes=127 | dates=207
tradable_zt,NOT is_fanbao & NOT unopened,1460,366,0.2507,207/801=25.8%,159/659=24.1%,yizi_today=0.0% | yizi_next_all=2.5% | height{2:952;3:284;4:121;5:50;6:27;7:13;8:7;9:1;10:1;11:1;12:1;13:1;18:1} | themes=127 | dates=207
tradable_zt,NOT one_price_today & opened & NOT is_fanbao,1460,366,0.2507,207/801=25.8%,159/659=24.1%,yizi_today=0.0% | yizi_next_all=2.5% | height{2:952;3:284;4:121;5:50;6:27;7:13;8:7;9:1;10:1;11:1;12:1;13:1;18:1} | themes=127 | dates=207
tradable_zt,opened & NOT is_fanbao & href_le1,379,95,0.2507,37/171=21.6%,58/208=27.9%,yizi_today=0.0% | yizi_next_all=2.1% | height{2:154;3:92;4:54;5:31;6:23;7:13;8:6;9:1;10:1;11:1;12:1;13:1;18:1} | themes=70 | dates=153
tradable_zt,NOT theme_alive_own & NOT is_sub_high,383,96,0.2507,58/211=27.5%,38/172=22.1%,yizi_today=17.2% | yizi_next_all=8.9% | height{2:256;3:78;4:25;5:10;6:6;7:3;8:3;9:1;18:1} | themes=113 | dates=172
tradable_zt,leader_absent & theme_alive_own & href_le1,411,103,0.2506,46/177=26.0%,57/234=24.4%,yizi_today=18.7% | yizi_next_all=8.3% | height{2:219;3:99;4:56;5:18;6:13;7:2;10:3;14:1} | themes=56 | dates=84
tradable_zt,NOT own_baoliang & NOT same_theme_baoliang,2267,568,0.2506,327/1198=27.3%,241/1069=22.5%,yizi_today=19.0% | yizi_next_all=9.9% | height{2:1688;3:322;4:139;5:53;6:28;7:18;8:9;9:1;10:3;11:1;12:2;13:1;14:1;15:1} | themes=146 | dates=207
tradable_zt,NOT theme_alive_own,455,114,0.2505,64/240=26.7%,50/215=23.3%,yizi_today=16.7% | yizi_next_all=8.1% | height{2:304;3:94;4:30;5:13;6:6;7:3;8:3;9:1;18:1} | themes=120 | dates=188
tradable_zt,theme_weak_own,455,114,0.2505,64/240=26.7%,50/215=23.3%,yizi_today=16.7% | yizi_next_all=8.1% | height{2:304;3:94;4:30;5:13;6:6;7:3;8:3;9:1;18:1} | themes=120 | dates=188
tradable_zt,NOT theme_alive_own & NOT is_fanbao,455,114,0.2505,64/240=26.7%,50/215=23.3%,yizi_today=16.7% | yizi_next_all=8.1% | height{2:304;3:94;4:30;5:13;6:6;7:3;8:3;9:1;18:1} | themes=120 | dates=188
tradable_zt,NOT leader_baoliang & NOT one_price_today,1250,313,0.2504,172/595=28.9%,141/655=21.5%,yizi_today=0.0% | yizi_next_all=3.4% | height{2:878;3:192;4:95;5:41;6:22;7:11;8:7;9:1;10:1;12:1;13:1} | themes=119 | dates=105
tradable_zt,NOT is_sub_high & is_mid_2_3,1937,485,0.2504,277/1043=26.6%,208/894=23.3%,yizi_today=17.3% | yizi_next_all=9.2% | height{2:1510;3:427} | themes=140 | dates=206
tradable_zt,NOT leader_absent & is_mid_2_3,1342,336,0.2504,191/714=26.8%,145/628=23.1%,yizi_today=17.7% | yizi_next_all=9.5% | height{2:1033;3:309} | themes=118 | dates=121
tradable_zt,is_mid_2_3 & NOT lag0,1342,336,0.2504,191/714=26.8%,145/628=23.1%,yizi_today=17.7% | yizi_next_all=9.5% | height{2:1033;3:309} | themes=118 | dates=121
tradable_zt,NOT leader_absent & NOT one_price_today & theme_alive_own,1099,275,0.2502,151/570=26.5%,124/529=23.4%,yizi_today=0.0% | yizi_next_all=3.4% | height{2:737;3:180;4:99;5:40;6:20;7:13;8:7;11:1;12:1;13:1} | themes=86 | dates=121
tradable_zt,NOT boards_ge5,2534,634,0.2502,358/1341=26.7%,276/1193=23.1%,yizi_today=17.5% | yizi_next_all=9.0% | height{2:1771;3:526;4:237} | themes=149 | dates=207
tradable_zt,NOT is_fanbao & NOT own_baoliang,2276,569,0.2500,337/1250=27.0%,232/1026=22.6%,yizi_today=19.5% | yizi_next_all=10.2% | height{2:1687;3:332;4:139;5:52;6:29;7:18;8:9;9:1;10:3;11:1;12:2;13:1;14:1;15:1} | themes=146 | dates=207
tradable_zt,height_drop & is_mid_2_3,608,152,0.2500,84/294=28.6%,68/314=21.7%,yizi_today=16.3% | yizi_next_all=8.1% | height{2:471;3:137} | themes=93 | dates=58
tradable_zt,NOT boards_ge5 & NOT own_baoliang & href_le1,456,114,0.2500,48/176=27.3%,66/280=23.6%,yizi_today=19.1% | yizi_next_all=7.7% | height{2:277;3:105;4:74} | themes=68 | dates=92
tradable_zt,height_new_high & NOT is_new_high,328,82,0.2500,66/254=26.0%,16/74=21.6%,yizi_today=22.0% | yizi_next_all=12.5% | height{2:203;3:77;4:27;5:10;6:4;7:2;8:3;9:2} | themes=65 | dates=22
tradable_zt,height_new_high & is_mid_2_3,280,70,0.2500,56/214=26.2%,14/66=21.2%,yizi_today=20.0% | yizi_next_all=10.7% | height{2:203;3:77} | themes=62 | dates=22
tradable_zt,NOT is_fanbao & same_theme_baoliang,236,59,0.2500,30/128=23.4%,29/108=26.9%,yizi_today=22.5% | yizi_next_all=10.6% | height{2:81;3:57;4:39;5:23;6:15;7:7;8:5;9:2;10:1;11:1;13:1;14:1;16:1;17:1;18:1} | themes=41 | dates=101
tradable_zt,leader_absent & NOT theme_alive_own & opened,100,25,0.2500,12/52=23.1%,13/48=27.1%,yizi_today=0.0% | yizi_next_all=1.0% | height{2:72;3:21;4:2;5:4;6:1} | themes=60 | dates=57
tradable_zt,NOT theme_alive_own & is_sub_high,72,18,0.2500,6/29=20.7%,12/43=27.9%,yizi_today=13.9% | yizi_next_all=4.2% | height{2:48;3:16;4:5;5:3} | themes=44 | dates=46
tradable_zt,NOT is_new_high & NOT theme_alive_own & href_le1,72,18,0.2500,6/29=20.7%,12/43=27.9%,yizi_today=13.9% | yizi_next_all=4.2% | height{2:48;3:16;4:5;5:3} | themes=44 | dates=46
tradable_zt,NOT opened & own_baoliang & href_le1,60,15,0.2500,9/35=25.7%,6/25=24.0%,yizi_today=57%_not_buyable | yizi_today=56.7% | yizi_next_all=28.3% | height{3:19;4:17;5:5;6:6;7:3;8:3;9:2;10:1;13:1;14:1;16:1;17:1} | themes=25 | dates=52
tradable_zt,one_price_today & NOT is_fanbao & own_baoliang,56,14,0.2500,8/36=22.2%,6/20=30.0%,yizi_today=100%_not_buyable | yizi_today=100.0% | yizi_next_all=46.4% | height{3:24;4:11;5:4;6:4;7:2;8:2;9:4;10:1;13:1;14:1;16:1;17:1} | themes=16 | dates=48
tradable_zt,is_sub_high & NOT is_mid_2_3,48,12,0.2500,8/33=24.2%,4/15=26.7%,yizi_today=22.9% | yizi_next_all=8.3% | height{4:33;5:13;6:1;7:1} | themes=23 | dates=35
tradable_zt,height_new_high & boards_ge5,44,11,0.2500,9/35=25.7%,2/9=22.2%,yizi_today=38.6% | yizi_next_all=31.8% | height{5:12;6:5;7:4;8:8;9:5;10:2;11:1;12:1;13:1;14:1;15:1;16:1;17:1;18:1} | themes=15 | dates=22
tradable_zt,NOT is_new_high & theme_alive_own & NOT is_fanbao,1918,479,0.2497,298/1118=26.7%,181/800=22.6%,yizi_today=18.1% | yizi_next_all=10.1% | height{2:1369;3:359;4:135;5:37;6:10;7:3;8:3;9:2} | themes=102 | dates=205
tradable_zt,NOT height_drop & NOT same_theme_baoliang,1898,474,0.2497,273/1038=26.3%,201/860=23.4%,yizi_today=18.5% | yizi_next_all=10.0% | height{2:1264;3:363;4:152;5:56;6:25;7:17;8:10;9:3;10:2;11:1;12:2;13:1;14:1;15:1} | themes=132 | dates=149
tradable_zt,NOT height_new_high & NOT boards_ge5,2227,556,0.2497,295/1105=26.7%,261/1122=23.3%,yizi_today=17.1% | yizi_next_all=8.8% | height{2:1568;3:449;4:210} | themes=144 | dates=185
tradable_zt,NOT prev_leader_baoliang & NOT same_theme_broken,1390,347,0.2496,206/771=26.7%,141/619=22.8%,yizi_today=19.3% | yizi_next_all=10.7% | height{2:851;3:301;4:121;5:52;6:29;7:15;8:11;9:1;10:2;11:1;12:1;13:2;14:2;16:1} | themes=124 | dates=106
tradable_zt,NOT height_drop & NOT boards_ge5,1867,466,0.2496,263/1011=26.0%,203/856=23.7%,yizi_today=17.5% | yizi_next_all=9.1% | height{2:1300;3:389;4:178} | themes=131 | dates=149
tradable_zt,NOT same_theme_broken & NOT is_new_high,2276,568,0.2496,339/1275=26.6%,229/1001=22.9%,yizi_today=17.4% | yizi_next_all=9.3% | height{2:1639;3:427;4:146;5:46;6:10;7:3;8:3;9:2} | themes=147 | dates=204
tradable_zt,NOT one_price_today & NOT is_fanbao & href_le1,541,135,0.2495,52/228=22.8%,83/313=26.5%,yizi_today=0.0% | yizi_next_all=3.1% | height{2:230;3:132;4:79;5:41;6:28;7:16;8:9;9:1;10:1;11:1;12:1;13:1;18:1} | themes=79 | dates=175
tradable_zt,prev_leader_baoliang & NOT one_price_today,1042,260,0.2495,135/523=25.8%,125/519=24.1%,yizi_today=0.0% | yizi_next_all=2.6% | height{2:745;3:157;4:82;5:31;6:13;7:7;8:4;9:1;12:1;18:1} | themes=111 | dates=101
tradable_zt,NOT same_theme_broken & opened,1427,356,0.2495,196/766=25.6%,160/661=24.2%,yizi_today=0.0% | yizi_next_all=2.5% | height{2:930;3:274;4:122;5:48;6:27;7:13;8:7;9:1;10:1;11:1;12:1;13:1;18:1} | themes=127 | dates=207
tradable_zt,NOT same_theme_broken & NOT unopened,1427,356,0.2495,196/766=25.6%,160/661=24.2%,yizi_today=0.0% | yizi_next_all=2.5% | height{2:930;3:274;4:122;5:48;6:27;7:13;8:7;9:1;10:1;11:1;12:1;13:1;18:1} | themes=127 | dates=207
tradable_zt,NOT prev_leader_baoliang & NOT same_theme_baoliang,1343,335,0.2494,202/747=27.0%,133/596=22.3%,yizi_today=19.1% | yizi_next_all=10.3% | height{2:863;3:280;4:112;5:43;6:20;7:12;8:7;9:1;10:2;12:1;13:1;14:1} | themes=122 | dates=106
tradable_zt,href_le2,1259,314,0.2494,136/529=25.7%,178/730=24.4%,yizi_today=19.1% | yizi_next_all=9.0% | height{2:672;3:270;4:150;5:73;6:40;7:23;8:12;9:3;10:4;11:2;12:2;13:2;14:2;15:1;16:1;17:1;18:1} | themes=110 | dates=207
tradable_zt,NOT leader_absent & height_new_high,329,82,0.2492,72/271=26.6%,10/58=17.2%,yizi_today=23.7% | yizi_next_all=14.0% | height{2:194;3:68;4:25;5:11;6:5;7:4;8:8;9:5;10:1;11:1;12:1;13:1;14:1;15:1;16:1;17:1;18:1} | themes=63 | dates=21
tradable_zt,height_new_high & NOT theme_alive,329,82,0.2492,72/271=26.6%,10/58=17.2%,yizi_today=23.7% | yizi_next_all=14.0% | height{2:194;3:68;4:25;5:11;6:5;7:4;8:8;9:5;10:1;11:1;12:1;13:1;14:1;15:1;16:1;17:1;18:1} | themes=63 | dates=21
tradable_zt,height_new_high & NOT lag0,329,82,0.2492,72/271=26.6%,10/58=17.2%,yizi_today=23.7% | yizi_next_all=14.0% | height{2:194;3:68;4:25;5:11;6:5;7:4;8:8;9:5;10:1;11:1;12:1;13:1;14:1;15:1;16:1;17:1;18:1} | themes=63 | dates=21
tradable_zt,NOT is_sub_high & NOT one_price_today,1878,468,0.2492,265/997=26.6%,203/881=23.0%,yizi_today=0.0% | yizi_next_all=3.5% | height{2:1295;3:306;4:153;5:61;6:32;7:15;8:10;9:1;10:1;11:1;12:1;13:1;18:1} | themes=137 | dates=205
tradable_zt,NOT same_theme_broken & NOT own_baoliang,2241,558,0.2490,321/1202=26.7%,237/1039=22.8%,yizi_today=19.2% | yizi_next_all=10.0% | height{2:1655;3:328;4:139;5:53;6:29;7:18;8:9;9:1;10:3;11:1;12:2;13:1;14:1;15:1} | themes=146 | dates=207
tradable_zt,NOT prev_leader_baoliang,1462,364,0.2490,214/797=26.9%,150/665=22.6%,yizi_today=19.1% | yizi_next_all=10.5% | height{2:903;3:313;4:125;5:55;6:29;7:15;8:11;9:1;10:3;11:1;12:1;13:2;14:2;16:1} | themes=124 | dates=106
tradable_zt,NOT leader_absent & NOT theme_alive_own & NOT own_baoliang,233,58,0.2489,33/119=27.7%,25/114=21.9%,yizi_today=15.9% | yizi_next_all=8.6% | height{2:168;3:40;4:11;5:6;6:4;7:2;8:1;9:1} | themes=89 | dates=108
tradable_zt,is_mid_2_3 & href_le1,454,113,0.2489,47/178=26.4%,66/276=23.9%,yizi_today=15.9% | yizi_next_all=6.4% | height{2:277;3:177} | themes=73 | dates=73
tradable_zt,NOT is_new_high & NOT same_theme_baoliang,2311,575,0.2488,344/1272=27.0%,231/1039=22.2%,yizi_today=17.1% | yizi_next_all=9.3% | height{2:1682;3:425;4:143;5:44;6:9;7:3;8:3;9:2} | themes=147 | dates=205
tradable_zt,leader_baoliang,1210,301,0.2488,171/698=24.5%,130/512=25.4%,yizi_today=19.4% | yizi_next_all=9.3% | height{2:755;3:264;4:114;5:37;6:17;7:8;8:6;9:2;10:1;11:1;13:1;14:1;16:1;17:1;18:1} | themes=116 | dates=102
tradable_zt,NOT same_theme_broken & is_mid_2_3,2151,535,0.2487,298/1136=26.2%,237/1015=23.3%,yizi_today=17.0% | yizi_next_all=8.8% | height{2:1655;3:496} | themes=149 | dates=206
tradable_zt,NOT is_new_high & NOT is_fanbao,2324,578,0.2487,353/1327=26.6%,225/997=22.6%,yizi_today=17.6% | yizi_next_all=9.6% | height{2:1672;3:437;4:151;5:46;6:10;7:3;8:3;9:2} | themes=147 | dates=205
tradable_zt,opened & NOT href_le1,1122,279,0.2487,170/631=26.9%,109/491=22.2%,yizi_today=0.0% | yizi_next_all=2.6% | height{2:833;3:198;4:67;5:19;6:4;8:1} | themes=118 | dates=177
tradable_zt,NOT unopened & NOT href_le1,1122,279,0.2487,170/631=26.9%,109/491=22.2%,yizi_today=0.0% | yizi_next_all=2.6% | height{2:833;3:198;4:67;5:19;6:4;8:1} | themes=118 | dates=177
tradable_zt,NOT one_price_today & opened & NOT href_le1,1122,279,0.2487,170/631=26.9%,109/491=22.2%,yizi_today=0.0% | yizi_next_all=2.6% | height{2:833;3:198;4:67;5:19;6:4;8:1} | themes=118 | dates=177
tradable_zt,NOT is_new_high & opened & NOT href_le1,1122,279,0.2487,170/631=26.9%,109/491=22.2%,yizi_today=0.0% | yizi_next_all=2.6% | height{2:833;3:198;4:67;5:19;6:4;8:1} | themes=118 | dates=177
tradable_zt,prev_leader_baoliang & NOT is_new_high,1118,278,0.2487,156/600=26.0%,122/518=23.6%,yizi_today=16.7% | yizi_next_all=8.8% | height{2:861;3:176;4:60;5:16;6:2;7:1;8:1;9:1} | themes=114 | dates=100
tradable_zt,NOT boards_ge5 & opened & NOT href_le1,1098,273,0.2486,165/610=27.0%,108/488=22.1%,yizi_today=0.0% | yizi_next_all=2.4% | height{2:833;3:198;4:67} | themes=118 | dates=177
tradable_zt,NOT height_new_high & NOT prev_leader_baoliang,1255,312,0.2486,176/654=26.9%,136/601=22.6%,yizi_today=18.5% | yizi_next_all=10.0% | height{2:787;3:261;4:111;5:47;6:26;7:13;8:5;10:2;12:1;13:1;14:1} | themes=120 | dates=94
tradable_zt,NOT prev_leader_baoliang & NOT is_fanbao,1408,350,0.2486,213/795=26.8%,137/613=22.3%,yizi_today=19.5% | yizi_next_all=10.9% | height{2:865;3:301;4:122;5:54;6:29;7:15;8:11;9:1;10:3;11:1;12:1;13:2;14:2;16:1} | themes=124 | dates=106
tradable_zt,theme_alive_own & NOT own_baoliang,1980,492,0.2485,286/1056=27.1%,206/924=22.3%,yizi_today=19.4% | yizi_next_all=10.3% | height{2:1467;3:280;4:126;5:49;6:25;7:16;8:8;10:3;11:1;12:2;13:1;14:1;15:1} | themes=102 | dates=207
tradable_zt,theme_alive & href_le1,326,81,0.2485,23/90=25.6%,58/236=24.6%,yizi_today=17.2% | yizi_next_all=8.0% | height{2:133;3:97;4:61;5:20;6:10;7:1;10:3;14:1} | themes=60 | dates=72
tradable_zt,leader_absent & NOT theme_alive,467,116,0.2484,87/334=26.0%,29/133=21.8%,yizi_today=19.9% | yizi_next_all=10.3% | height{2:311;3:95;4:39;5:14;6:6;7:2} | themes=85 | dates=38
tradable_zt,NOT theme_alive & lag0,467,116,0.2484,87/334=26.0%,29/133=21.8%,yizi_today=19.9% | yizi_next_all=10.3% | height{2:311;3:95;4:39;5:14;6:6;7:2} | themes=85 | dates=38
tradable_zt,leader_baoliang & NOT is_fanbao,1176,292,0.2483,170/692=24.6%,122/484=25.2%,yizi_today=19.7% | yizi_next_all=9.5% | height{2:734;3:256;4:109;5:37;6:17;7:8;8:6;9:2;10:1;11:1;13:1;14:1;16:1;17:1;18:1} | themes=116 | dates=102
tradable_zt,NOT one_price_today & href_le1,572,142,0.2483,52/231=22.5%,90/341=26.4%,yizi_today=0.0% | yizi_next_all=3.1% | height{2:244;3:138;4:88;5:43;6:28;7:16;8:9;9:1;10:1;11:1;12:1;13:1;18:1} | themes=79 | dates=178
tradable_zt,NOT prev_leader_baoliang & NOT href_le1,1117,277,0.2480,180/658=27.4%,97/459=21.1%,yizi_today=18.1% | yizi_next_all=10.0% | height{2:787;3:224;4:74;5:21;6:7;7:1;8:2;9:1} | themes=111 | dates=94
tradable_zt,lag2,472,117,0.2479,62/263=23.6%,55/209=26.3%,yizi_today=19.5% | yizi_next_all=11.4% | height{2:306;3:77;4:39;5:23;6:14;7:5;8:5;12:1;13:1;16:1} | themes=70 | dates=33
tradable_zt,opened,1525,378,0.2479,207/805=25.7%,171/720=23.8%,yizi_today=0.0% | yizi_next_all=2.4% | height{2:998;3:295;4:128;5:51;6:27;7:13;8:7;9:1;10:1;11:1;12:1;13:1;18:1} | themes=127 | dates=207
tradable_zt,NOT unopened,1525,378,0.2479,207/805=25.7%,171/720=23.8%,yizi_today=0.0% | yizi_next_all=2.4% | height{2:998;3:295;4:128;5:51;6:27;7:13;8:7;9:1;10:1;11:1;12:1;13:1;18:1} | themes=127 | dates=207
tradable_zt,NOT one_price_today & opened,1525,378,0.2479,207/805=25.7%,171/720=23.8%,yizi_today=0.0% | yizi_next_all=2.4% | height{2:998;3:295;4:128;5:51;6:27;7:13;8:7;9:1;10:1;11:1;12:1;13:1;18:1} | themes=127 | dates=207
tradable_zt,NOT one_price_today & NOT unopened,1525,378,0.2479,207/805=25.7%,171/720=23.8%,yizi_today=0.0% | yizi_next_all=2.4% | height{2:998;3:295;4:128;5:51;6:27;7:13;8:7;9:1;10:1;11:1;12:1;13:1;18:1} | themes=127 | dates=207
tradable_zt,opened & NOT unopened,1525,378,0.2479,207/805=25.7%,171/720=23.8%,yizi_today=0.0% | yizi_next_all=2.4% | height{2:998;3:295;4:128;5:51;6:27;7:13;8:7;9:1;10:1;11:1;12:1;13:1;18:1} | themes=127 | dates=207
tradable_zt,NOT boards_ge5 & href_le1,573,142,0.2478,58/235=24.7%,84/338=24.9%,yizi_today=18.0% | yizi_next_all=7.7% | height{2:277;3:177;4:119} | themes=76 | dates=100
tradable_zt,NOT own_baoliang,2377,589,0.2478,339/1257=27.0%,250/1120=22.3%,yizi_today=19.1% | yizi_next_all=9.8% | height{2:1771;3:340;4:145;5:55;6:29;7:18;8:9;9:1;10:3;11:1;12:2;13:1;14:1;15:1} | themes=146 | dates=207
tradable_zt,NOT height_new_high & same_theme_baoliang,226,56,0.2478,24/112=21.4%,32/114=28.1%,yizi_today=19.0% | yizi_next_all=8.0% | height{2:77;3:59;4:43;5:22;6:13;7:6;8:3;10:1;13:1;14:1} | themes=40 | dates=92
tradable_zt,height_new_high & NOT leader_baoliang,222,55,0.2477,45/171=26.3%,10/51=19.6%,yizi_today=22.5% | yizi_next_all=12.2% | height{2:132;3:47;4:19;5:6;6:2;7:2;8:5;9:3;10:2;12:1;13:1;14:1;15:1} | themes=53 | dates=12
tradable_zt,NOT leader_absent & opened & NOT own_baoliang,763,189,0.2477,111/399=27.8%,78/364=21.4%,yizi_today=0.0% | yizi_next_all=2.5% | height{2:583;3:100;4:36;5:16;6:12;7:9;8:4;9:1;12:1;13:1} | themes=98 | dates=121
tradable_zt,NOT theme_alive_own & NOT same_theme_baoliang,436,108,0.2477,60/226=26.5%,48/210=22.9%,yizi_today=16.7% | yizi_next_all=8.0% | height{2:304;3:87;4:27;5:10;6:4;7:2;8:1;9:1} | themes=119 | dates=186
tradable_zt,NOT theme_alive_own & NOT boards_ge5,428,106,0.2477,60/223=26.9%,46/205=22.4%,yizi_today=16.6% | yizi_next_all=7.9% | height{2:304;3:94;4:30} | themes=120 | dates=187
tradable_zt,NOT theme_alive_own & NOT boards_ge5 & NOT is_fanbao,428,106,0.2477,60/223=26.9%,46/205=22.4%,yizi_today=16.6% | yizi_next_all=7.9% | height{2:304;3:94;4:30} | themes=120 | dates=187
tradable_zt,theme_alive_own & NOT is_new_high,2013,498,0.2474,300/1126=26.6%,198/887=22.3%,yizi_today=17.8% | yizi_next_all=9.7% | height{2:1452;3:370;4:135;5:38;6:10;7:3;8:3;9:2} | themes=102 | dates=205
tradable_zt,NOT is_new_high & NOT boards_ge5 & NOT is_fanbao,2260,559,0.2473,337/1270=26.5%,222/990=22.4%,yizi_today=17.2% | yizi_next_all=9.2% | height{2:1672;3:437;4:151} | themes=147 | dates=205
tradable_zt,NOT height_drop & NOT is_new_high,1836,454,0.2473,265/1019=26.0%,189/817=23.1%,yizi_today=17.8% | yizi_next_all=9.6% | height{2:1300;3:361;4:123;5:35;6:9;7:3;8:3;9:2} | themes=131 | dates=149
tradable_zt,NOT height_new_high & leader_baoliang,1081,267,0.2470,144/598=24.1%,123/483=25.5%,yizi_today=19.0% | yizi_next_all=8.7% | height{2:684;3:234;4:106;5:31;6:14;7:6;8:3;10:1;13:1;14:1} | themes=110 | dates=92
tradable_zt,height_new_high & NOT same_theme_baoliang,332,82,0.2470,66/255=25.9%,16/77=20.8%,yizi_today=21.1% | yizi_next_all=11.7% | height{2:197;3:76;4:27;5:11;6:3;7:3;8:6;9:3;10:2;12:1;13:1;14:1;15:1} | themes=65 | dates=22
tradable_zt,NOT leader_baoliang & theme_alive,490,121,0.2469,43/126=34.1%,78/364=21.4%,yizi_today=14.1% | yizi_next_all=6.9% | height{2:361;3:74;4:33;5:12;6:7;7:1;10:2} | themes=82 | dates=33
tradable_zt,theme_alive_own & NOT own_baoliang & NOT href_le1,1527,377,0.2469,235/869=27.0%,142/658=21.6%,yizi_today=18.9% | yizi_next_all=10.4% | height{2:1239;3:194;4:66;5:17;6:7;7:2;8:2} | themes=95 | dates=177
tradable_zt,NOT is_new_high,2419,597,0.2468,355/1335=26.6%,242/1084=22.3%,yizi_today=17.3% | yizi_next_all=9.3% | height{2:1755;3:448;4:151;5:47;6:10;7:3;8:3;9:2} | themes=147 | dates=205
tradable_zt,NOT boards_ge5 & NOT is_fanbao & href_le1,543,134,0.2468,57/231=24.7%,77/312=24.7%,yizi_today=18.8% | yizi_next_all=7.9% | height{2:262;3:171;4:110} | themes=76 | dates=100
tradable_zt,leader_baoliang & NOT same_theme_baoliang,965,238,0.2466,141/570=24.7%,97/395=24.6%,yizi_today=18.9% | yizi_next_all=9.1% | height{2:672;3:204;4:71;5:14;6:2;7:1;8:1} | themes=113 | dates=102
tradable_zt,is_mid_2_3 & NOT is_fanbao,2198,542,0.2466,310/1186=26.1%,232/1012=22.9%,yizi_today=17.1% | yizi_next_all=9.1% | height{2:1687;3:511} | themes=149 | dates=207
tradable_zt,NOT boards_ge5 & NOT is_fanbao & NOT own_baoliang,2158,532,0.2465,315/1172=26.9%,217/986=22.0%,yizi_today=18.5% | yizi_next_all=9.5% | height{2:1687;3:332;4:139} | themes=145 | dates=207
tradable_zt,NOT is_fanbao & NOT own_baoliang & NOT href_le1,1757,433,0.2464,276/1027=26.9%,157/730=21.5%,yizi_today=18.6% | yizi_next_all=10.3% | height{2:1425;3:230;4:71;5:20;6:7;7:2;8:2} | themes=137 | dates=177
tradable_zt,NOT height_new_high & NOT own_baoliang,2082,513,0.2464,274/1026=26.7%,239/1056=22.6%,yizi_today=18.5% | yizi_next_all=9.4% | height{2:1568;3:284;4:132;5:50;6:26;7:15;8:4;10:1;11:1;12:1} | themes=138 | dates=185
tradable_zt,NOT leader_baoliang & NOT prev_leader_baoliang,820,202,0.2463,121/450=26.9%,81/370=21.9%,yizi_today=19.0% | yizi_next_all=10.7% | height{2:511;3:161;4:71;5:36;6:18;7:11;8:6;9:1;10:2;12:1;13:1;14:1} | themes=101 | dates=55
tradable_zt,leader_absent & NOT same_theme_baoliang,946,233,0.2463,131/493=26.6%,102/453=22.5%,yizi_today=17.1% | yizi_next_all=8.4% | height{2:677;3:172;4:69;5:18;6:7;7:1;10:2} | themes=114 | dates=86
tradable_zt,lag0 & NOT same_theme_baoliang,946,233,0.2463,131/493=26.6%,102/453=22.5%,yizi_today=17.1% | yizi_next_all=8.4% | height{2:677;3:172;4:69;5:18;6:7;7:1;10:2} | themes=114 | dates=86
tradable_zt,NOT height_new_high & NOT is_new_high,2091,515,0.2463,289/1081=26.7%,226/1010=22.4%,yizi_today=16.6% | yizi_next_all=8.8% | height{2:1552;3:371;4:124;5:37;6:6;7:1} | themes=141 | dates=183
tradable_zt,theme_alive_own & opened & NOT is_fanbao,1202,296,0.2463,164/659=24.9%,132/543=24.3%,yizi_today=0.0% | yizi_next_all=2.9% | height{2:777;3:232;4:107;5:40;6:25;7:12;8:5;10:1;11:1;12:1;13:1} | themes=91 | dates=206
tradable_zt,NOT theme_alive_own & is_mid_2_3,398,98,0.2462,53/201=26.4%,45/197=22.8%,yizi_today=15.3% | yizi_next_all=7.8% | height{2:304;3:94} | themes=118 | dates=184
tradable_zt,leader_absent & NOT boards_ge5 & href_le1,459,113,0.2462,47/186=25.3%,66/273=24.2%,yizi_today=18.1% | yizi_next_all=7.4% | height{2:267;3:126;4:66} | themes=73 | dates=63
tradable_zt,one_price_today & boards_ge5 & NOT is_fanbao,65,16,0.2462,10/48=20.8%,6/17=35.3%,yizi_today=100%_not_buyable | yizi_today=100.0% | yizi_next_all=52.3% | height{5:23;6:13;7:9;8:5;9:4;10:3;11:1;12:1;13:1;14:2;15:1;16:1;17:1} | themes=18 | dates=54
tradable_zt,leader_absent & theme_alive_own,902,222,0.2461,125/473=26.4%,97/429=22.6%,yizi_today=17.2% | yizi_next_all=8.9% | height{2:602;3:175;4:83;5:23;6:13;7:2;10:3;14:1} | themes=77 | dates=86
